person_id,gender,age,race,hispanic?,high_school_grad?,ged_received?,first_gen_college?,past_college_enrollment,zipcode,city,state,veteran_status,lead_created_date,hear_about_campus,utm_marketing_channel,application_start_date,first_meaningful_conversation_date,application_submit_date,interview_date,async_interview_date_c,assessment_decision,assessment_attempts,admit_date,admit_status,enroll_date,c,num_phone_calls,offer_letter_status,offer_letter_status_date,fafsa_status,enrollment_identity_verification_status,highschool_grad_verification_status,Registration Status end of first term,Credits Completed end of first term,Credits attempted in students first term,GPA end of First Term,last_date_attendance,quarter_start_date,quarter_end_date
98,male,23,white,no,yes,no,neither,no,45764,Nelsonville,OH,notApplicable,2024-08-17,tiktok,unknown,2024-08-17,,2024-08-17,,2024-08-19,passed,1,2024-08-21,Async Interview,,FALSE,20,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
99,male,19,white,no,yes,no,neither,no,60510,Batavia,IL,notApplicable,2024-09-04,tiktok,tiktok,2024-09-04,2024-09-04,2024-09-04,2024-09-04,,passed,2,2024-09-09,Assessment + Interview,,FALSE,19,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
100,female,21,americanIndian,no,yes,no,neither,no,75169,Wills Point,TX,notApplicable,2024-08-28,facebook,facebook,2024-08-28,,2024-08-28,,,passed,1,2024-09-06,No Interview,,FALSE,4,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
101,female,29,white,no,yes,no,neither,no,81501,Grand Junction,CO,notApplicable,2024-08-15,facebook,facebook,2024-08-15,,2024-08-15,,,passed,1,2024-08-23,No Interview,,FALSE,10,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
102,female,62,white,no,yes,no,graduated,yes,92311,Barstow,CA,notApplicable,2024-09-05,facebook,facebook,2024-09-05,2024-09-10,2024-09-05,2024-09-12,,passed,4,2024-09-14,Assessment + Interview,,FALSE,13,sent,2024-09-16,completed,verified,rejected,,,,,,2024-10-07,2024-12-12
103,male,28,white,no,yes,no,attended,no,84119,Salt Lake City,UT,notApplicable,2024-07-14,facebook,facebook,2024-07-14,2024-08-01,2024-07-14,2024-08-01,,passed,1,2024-08-05,Assessment + Interview,,FALSE,19,not sent,,not completed,rejected,not uploaded,,,,,,2024-10-07,2024-12-12
104,male,27,black,no,yes,no,neither,no,01844,Methuen,MA,notApplicable,2024-08-13,facebook,facebook,2024-08-13,2024-08-16,2024-08-13,,,passed,1,2024-08-29,No Interview,,FALSE,20,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
105,female,21,white,no,yes,no,neither,no,39194,Yazoo,MS,notApplicable,2024-08-29,tiktok,facebook,2024-08-29,2024-08-29,2024-08-29,2024-08-29,,passed,1,2024-08-30,Assessment + Interview,,FALSE,13,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
106,female,18,mixed,yes,yes,no,graduated,no,49505,Grand Rapids,MI,notApplicable,2024-08-19,snapchat,snapchat,2024-08-19,2024-08-19,2024-08-19,2024-08-19,,passed,1,2024-08-21,Assessment + Interview,,FALSE,7,not sent,,not completed,verified,rejected,,,,,,2024-10-07,2024-12-12
107,female,27,white,no,yes,no,graduated,no,12701,Monticello,NY,notApplicable,2024-08-31,facebook,facebook,2024-08-31,,2024-08-31,,,passed,1,2024-12-04,No Interview,,FALSE,7,not sent,2025-01-17,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
108,female,21,black,no,yes,no,attended,no,75007,Carrollton,TX,notApplicable,2024-09-06,facebook,unknown,2024-09-06,2024-09-09,2024-09-10,2024-09-10,,passed,1,2024-09-11,Assessment + Interview,,FALSE,26,not sent,,need docs,verified,not uploaded,,,,,,2024-10-07,2024-12-12
109,female,37,white,no,yes,no,graduated,no,45013,Hamilton,OH,notApplicable,2024-07-29,snapchat,snapchat,2024-07-30,,2024-07-30,,,passed,1,2024-08-07,No Interview,,FALSE,16,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
110,no-binary,23,mixed,yes,yes,no,neither,no,64506,Saint Joseph,MO,notApplicable,2024-07-31,natural search,facebook,2024-07-31,,2024-07-31,,,passed,1,2024-08-07,No Interview,,FALSE,9,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
111,female,26,white,no,yes,no,graduated,yes,77450,Katy,TX,notApplicable,2024-08-07,natural search,unknown,2024-08-07,2024-08-08,2024-08-07,,,passed,1,2024-08-14,Assessment + Interview,,FALSE,8,sent,2024-08-19,completed,verified,verified,,,,,,2024-10-07,2024-12-12
112,female,38,black,no,yes,no,graduated,yes,48214,Detroit,MI,notApplicable,2024-08-05,email,unknown,2024-08-06,2024-12-12,2024-08-06,2024-12-12,,passed,1,2024-10-25,Assessment + Interview,2025-01-23,FALSE,62,complete,2025-01-23,completed,verified,verified,Did Not Start,0,0,,,2024-10-07,2024-12-12
113,male,26,black,no,yes,no,unknown,no,83704,Boise,ID,notApplicable,2024-08-21,facebook,facebook,2024-08-21,2024-08-23,2024-08-21,2024-08-23,,passed,1,2024-08-26,Assessment + Interview,,FALSE,3,complete,2024-08-27,completed,verified,rejected,,,,,,2024-10-07,2024-12-12
114,female,27,white,no,yes,no,attended,no,32608,Gainesville,FL,notApplicable,2024-08-16,facebook,facebook,2024-08-16,,2024-08-16,,,passed,1,2024-08-29,No Interview,,FALSE,10,sent,2024-09-03,completed,verified,verified,,,,,,2024-10-07,2024-12-12
115,female,24,mixed,yes,yes,no,unknown,yes,06120,Hartford,CT,notApplicable,2024-08-19,tiktok,facebook,2024-08-21,2024-08-23,2024-08-21,,,passed,1,2024-08-22,No Interview,,FALSE,4,not sent,,need docs,verified,verified,,,,,,2024-10-07,2024-12-12
116,female,23,white,no,no,yes,attended,no,17356,Red Lion,PA,notApplicable,2024-08-05,facebook,facebook,2024-08-05,,2024-08-05,,,passed,1,2024-08-07,No Interview,,FALSE,14,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
117,female,19,black,no,yes,no,unknown,no,02301,Brockton,MA,notApplicable,2024-09-02,tiktok,tiktok,2024-09-02,2024-09-10,2024-09-02,2024-09-10,2024-09-02,passed,1,2024-09-06,No Interview,,FALSE,8,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
118,female,28,black,no,yes,no,graduated,no,71101,Shreveport,LA,notApplicable,2024-07-01,facebook,natural search,2024-07-01,,2024-07-01,,,passed,1,2024-07-16,No Interview,,FALSE,15,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
119,male,26,mixed,yes,yes,no,graduated,no,93215,Delano,CA,notApplicable,2024-07-07,natural search,google,2024-07-07,2024-07-09,2024-07-07,2024-07-09,,passed,1,2024-07-10,Assessment + Interview,,FALSE,21,not sent,,need docs,not uploaded,verified,,,,,,2024-10-07,2024-12-12
120,female,20,black,no,yes,no,unknown,no,60619,Chicago,IL,notApplicable,2024-08-05,tiktok,google,2024-08-05,2024-08-16,2024-08-05,2024-08-16,,passed,1,2024-08-07,No Interview,,FALSE,16,sent,2024-09-15,completed,rejected,verified,,,,,,2024-10-07,2024-12-12
121,female,49,white,no,yes,no,graduated,yes,89011,Henderson,NV,notApplicable,2024-07-24,google,google,2024-07-24,,2024-07-24,,,passed,1,2024-07-25,No Interview,,FALSE,22,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
122,female,20,americanIndian,yes,yes,no,graduated,yes,94806,San Pablo,CA,notApplicable,2024-08-13,email,unknown,2024-08-13,,2024-08-13,,,passed,1,2024-08-29,No Interview,,FALSE,20,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
123,female,40,black,no,yes,no,unknown,yes,48141,Inkster,MI,notApplicable,2024-08-19,facebook,facebook,2024-08-19,2024-08-21,2024-08-19,2024-08-21,2024-08-19,passed,1,2024-08-21,Assessment + Interview,,FALSE,8,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
124,female,18,white,no,yes,no,neither,no,75482,Sulphur Springs,TX,notApplicable,2024-07-22,natural search,tiktok,2024-07-22,2024-07-22,2024-07-22,2024-07-23,,passed,1,2024-07-25,Assessment + Interview,,FALSE,19,not sent,,not completed,not uploaded,verified,,,,,,2024-10-07,2024-12-12
125,female,33,black,no,yes,no,unknown,yes,72390,West Helena,AR,notApplicable,2024-08-05,facebook,facebook,2024-08-05,,2024-08-05,,,passed,1,2024-08-07,No Interview,,FALSE,10,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
126,female,19,white,no,yes,no,neither,no,39501,Gulfport,MS,notApplicable,2024-09-12,facebook,facebook,2024-09-12,,2024-09-12,,2024-09-12,passed,2,2024-09-13,No Interview,,FALSE,7,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
127,female,30,white,no,yes,no,neither,yes,06710,Waterbury,CT,notApplicable,2024-08-13,facebook,facebook,2024-08-14,2024-08-14,2024-08-14,2024-08-14,,passed,1,2024-09-06,No Interview,,FALSE,7,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
128,female,50,white,no,yes,no,neither,no,39564,Ocean Springs,MS,notApplicable,2024-09-02,facebook,facebook,2024-09-02,,2024-09-02,,,passed,1,2024-09-06,No Interview,,FALSE,17,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
129,other,28,mixed,yes,yes,no,neither,no,98002,Auburn,WA,notApplicable,2024-09-07,google,facebook,2024-09-07,,2024-09-07,,,passed,1,2024-09-13,No Interview,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
130,female,25,black,no,yes,no,neither,yes,33615,Tampa,OH,notApplicable,2024-08-02,google,unknown,2024-08-05,,2024-08-06,2024-08-06,,passed,1,2024-08-08,No Interview,,FALSE,9,not sent,,need docs,verified,verified,,,,,,2024-10-07,2024-12-12
131,female,52,black,no,yes,no,attended,no,75904,Lufkin,TX,notApplicable,2024-08-11,facebook,unknown,2024-09-11,,2024-09-11,,,passed,1,2024-09-12,No Interview,,FALSE,22,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
132,female,30,white,no,yes,no,graduated,no,85234,Gilbert,AZ,notApplicable,2024-07-03,other,unknown,2024-07-03,,2024-07-03,,,passed,1,2024-07-22,No Interview,,FALSE,14,not sent,,need docs,verified,not uploaded,,,,,,2024-10-07,2024-12-12
133,male,18,mixed,yes,yes,no,unknown,no,78253,San Antonio,TX,notApplicable,2024-07-09,natural search,snapchat,2024-07-10,,2024-07-10,,,passed,1,2024-07-16,No Interview,,FALSE,14,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
134,male,29,white,no,yes,no,neither,no,78759,Austin,TX,notApplicable,2024-08-19,facebook,facebook,2024-08-20,,2024-08-20,,,passed,1,2024-08-23,No Interview,,FALSE,19,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
135,female,41,black,no,yes,no,neither,yes,19320,Coatesville,PA,notApplicable,2024-08-19,facebook,facebook,2024-08-19,,2024-08-19,,,passed,1,2024-08-29,No Interview,,FALSE,15,not sent,,not completed,rejected,rejected,,,,,,2024-10-07,2024-12-12
136,female,28,black,no,yes,no,unknown,no,77034,Houston,TX,notApplicable,2024-08-11,google,facebook,2024-08-11,2024-08-12,2024-08-11,,,passed,1,2024-08-29,No Interview,,FALSE,12,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
137,male,30,black,no,yes,no,unknown,no,48813,Charlotte,MI,notApplicable,2024-08-19,tiktok,tiktok,2024-08-19,2024-08-20,2024-08-19,2024-08-20,,passed,1,2024-08-21,Assessment + Interview,,FALSE,19,not sent,,not completed,verified,rejected,,,,,,2024-10-07,2024-12-12
138,female,24,black,no,yes,no,neither,no,48214,Detroit,MI,notApplicable,2024-06-26,unknown,unknown,2024-06-26,2024-07-01,2024-06-26,2024-07-01,,passed,1,2024-07-03,Assessment + Interview,,FALSE,11,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
139,male,21,white,no,yes,no,unknown,no,37748,Harriman,TN,notApplicable,2024-08-28,facebook,facebook,2024-08-28,,2024-08-28,,,passed,1,2024-08-29,No Interview,,FALSE,9,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
140,female,26,mixed,yes,yes,no,neither,no,93637,Madera,CA,notApplicable,2024-07-17,facebook,facebook,2024-07-23,2024-08-13,2024-07-23,,,passed,1,2024-07-25,No Interview,,FALSE,6,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
141,male,22,black,no,yes,no,graduated,no,07104,Newark,NJ,notApplicable,2024-08-20,facebook,facebook,2024-08-20,2024-11-07,2024-08-20,2024-11-07,,passed,1,2024-11-08,Assessment + Interview,,FALSE,18,complete,2024-11-25,completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
142,male,30,black,no,yes,no,attended,yes,92346,Highland,CA,notApplicable,2024-08-17,facebook,facebook,2024-08-17,2024-08-19,2024-08-17,,,passed,1,2024-08-29,No Interview,,FALSE,7,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
143,male,24,white,no,yes,no,neither,no,92708,Fountain Valley,CA,notApplicable,2024-07-31,other,snapchat,2024-08-05,,2024-08-06,,,passed,1,2024-08-12,No Interview,,FALSE,10,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
144,male,26,black,no,no,yes,unknown,no,98003,Federal Way,WA,notApplicable,2024-08-15,other,facebook,2024-08-21,2024-10-24,2024-08-21,2024-10-23,,passed,1,2024-09-12,No Interview,,FALSE,45,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
145,female,32,black,no,yes,no,neither,yes,46312,East Chicago,IN,notApplicable,2024-08-04,tiktok,tiktok,2024-08-17,,2024-08-17,2024-08-19,2024-08-18,passed,1,2024-08-19,No Interview,,FALSE,17,sent,2024-08-21,completed,verified,verified,,,,,,2024-10-07,2024-12-12
146,male,29,black,no,yes,no,neither,no,60628,Chicago,IL,notApplicable,2024-08-14,facebook,facebook,2024-08-15,,2024-08-15,,,passed,1,2024-08-29,No Interview,,FALSE,9,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
147,female,50,americanIndian,no,yes,no,graduated,no,95410,Albion,CA,dependent,2024-08-22,facebook,facebook,2024-08-22,,2024-08-22,,,passed,1,2024-09-09,No Interview,,FALSE,10,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
148,male,23,black,no,yes,no,graduated,yes,95136,San Jose,CA,notApplicable,2024-08-27,natural search,google,2024-08-27,2024-09-11,2024-08-27,2024-09-11,,passed,1,2024-09-11,Assessment + Interview,,FALSE,25,not sent,,need docs,verified,verified,,,,,,2024-10-07,2024-12-12
149,female,26,black,no,yes,no,unknown,no,90008,Los Angeles,CA,notApplicable,2024-07-12,other,facebook,2024-07-12,,2024-07-12,,,passed,1,2024-09-06,No Interview,,FALSE,59,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
150,male,30,black,no,yes,no,neither,no,07106,Newark,NJ,notApplicable,2024-07-16,natural search,unknown,2024-07-16,,2024-07-16,,,passed,1,2024-07-25,No Interview,,FALSE,20,not sent,,need docs,verified,not uploaded,,,,,,2024-10-07,2024-12-12
151,female,57,black,no,yes,no,neither,yes,77014,Houston,TX,notApplicable,2024-08-22,facebook,facebook,2024-08-22,,2024-08-22,,,passed,1,2024-09-06,No Interview,,FALSE,9,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
152,female,23,white,no,yes,no,unknown,no,32505,Pensacola,FL,notApplicable,2024-06-21,facebook,facebook,2024-06-21,,2024-06-21,,,passed,1,2024-07-16,No Interview,,FALSE,10,not sent,,need docs,verified,verified,,,,,,2024-10-07,2024-12-12
153,female,19,mixed,no,yes,no,neither,no,30263,Newnan,GA,notApplicable,2024-08-18,facebook,facebook,2024-09-03,,2024-09-03,,,passed,1,2024-09-12,No Interview,,FALSE,14,not sent,,need docs,verified,verified,,,,,,2024-10-07,2024-12-12
154,female,20,black,no,yes,no,neither,no,29512,Bennettsville,SC,notApplicable,2024-07-30,wordOfMouth,unknown,2024-07-30,2024-07-31,2024-07-30,2024-07-31,,passed,1,2024-08-02,Assessment + Interview,,FALSE,13,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
155,female,29,nativeHawaiian,no,yes,no,graduated,yes,95758,Elk Grove,CA,notApplicable,2024-08-25,natural search,unknown,2024-08-25,,2024-08-25,,,passed,1,2024-09-06,No Interview,,FALSE,12,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
156,female,24,black,no,yes,no,neither,no,38701,Greenville,MS,notApplicable,2024-08-02,facebook,facebook,2024-08-02,2024-08-05,2024-08-02,2024-08-05,,passed,1,2024-08-06,Assessment + Interview,,FALSE,10,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
157,female,30,black,no,yes,no,attended,yes,10029,New York,NY,notApplicable,2024-08-31,tiktok,tiktok,2024-08-31,,2024-08-31,,,passed,1,2024-09-06,No Interview,,FALSE,16,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
158,female,57,white,no,yes,no,neither,no,16602,Altoona,PA,notApplicable,2024-08-19,facebook,facebook,2024-08-19,2024-08-19,2024-08-19,,,passed,1,2024-09-06,No Interview,,FALSE,1,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
159,female,21,nativeHawaiian,no,no,yes,unknown,no,31605,Valdosta,GA,notApplicable,2024-08-10,facebook,facebook,2024-08-10,,2024-08-10,,,passed,1,2024-09-06,No Interview,,FALSE,15,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
160,male,29,black,no,yes,no,attended,no,49503,Grand Rapids,MI,notApplicable,2024-07-13,facebook,unknown,2024-07-13,2024-08-30,2024-07-13,2024-07-15,,passed,1,2024-08-12,Assessment + Interview,,FALSE,17,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
161,male,22,white,yes,yes,no,graduated,no,53719,Madison,WI,notApplicable,2024-09-08,facebook,facebook,2024-09-08,2024-09-10,2024-09-08,2024-09-09,,passed,1,2024-09-10,Assessment + Interview,,FALSE,10,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
162,female,38,black,no,yes,no,neither,no,30349,College Park,GA,notApplicable,2024-09-09,facebook,facebook,2024-09-09,2024-09-09,2024-09-09,2024-09-09,,passed,1,2024-09-10,Assessment + Interview,,FALSE,12,sent,2024-09-11,completed,verified,rejected,,,,,,2024-10-07,2024-12-12
163,female,50,black,no,yes,no,neither,yes,42101,Bowling Green,KY,notApplicable,2024-07-13,google,google,2024-07-13,,2024-07-13,,,passed,1,2024-07-16,No Interview,,FALSE,11,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
164,male,45,black,no,yes,no,neither,yes,46953,Marion,IN,notApplicable,2024-07-18,google,google,2024-07-18,2024-07-22,2024-07-18,2024-08-06,,passed,1,2024-07-25,No Interview,,FALSE,18,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
165,male,18,black,yes,yes,no,neither,no,06051,New Britain,CT,notApplicable,2024-06-29,tiktok,tiktok,2024-06-29,2024-07-03,2024-06-29,,,passed,1,2024-09-06,No Interview,,FALSE,8,not sent,,not completed,rejected,verified,,,,,,2024-10-07,2024-12-12
166,female,28,white,no,yes,no,attended,yes,93535,Lancaster,CA,notApplicable,2024-09-01,facebook,unknown,2024-09-01,,2024-09-01,,,passed,1,2024-09-06,No Interview,,FALSE,15,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
167,female,27,black,no,yes,no,neither,no,33430,Belle Glade,FL,notApplicable,2024-08-09,facebook,facebook,2024-08-09,,2024-08-09,,,passed,1,2024-08-29,No Interview,,FALSE,4,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
168,female,25,nativeHawaiian,no,no,yes,attended,no,98106,Seattle,WA,notApplicable,2024-06-04,facebook,facebook,2024-08-23,,2024-08-23,,,passed,1,2024-09-06,No Interview,,FALSE,16,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
169,female,19,mixed,yes,yes,no,attended,no,61071,Rockfalls,IL,notApplicable,2024-08-12,tiktok,facebook,2024-08-12,2024-08-16,2024-08-12,2024-08-16,,passed,1,2024-08-19,Assessment + Interview,,FALSE,16,sent,2024-08-23,completed,verified,verified,,,,,,2024-10-07,2024-12-12
170,female,18,white,no,yes,no,graduated,no,76652,Kopperl,TX,notApplicable,2024-07-10,snapchat,snapchat,2024-07-10,,2024-07-13,,,passed,1,2024-07-30,No Interview,,FALSE,7,not sent,,not completed,rejected,not uploaded,,,,,,2024-10-07,2024-12-12
171,female,21,white,no,yes,no,neither,no,73075,Pauls Valley,OK,notApplicable,2024-07-09,facebook,facebook,2024-07-09,,2024-07-09,,,passed,1,2024-07-16,No Interview,,FALSE,16,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
172,female,22,black,no,yes,no,neither,no,19124,Philadelphia,PA,notApplicable,2024-07-23,facebook,facebook,2024-07-23,2024-08-01,2024-07-23,2024-08-01,,passed,1,2024-07-25,No Interview,,FALSE,15,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
173,female,22,black,no,yes,no,graduated,yes,30309,Atlanta,GA,notApplicable,2024-08-15,facebook,facebook,2024-08-15,,2024-08-15,,,passed,1,2024-09-10,No Interview,,FALSE,12,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
174,female,42,black,no,yes,no,neither,no,61802,Urbana,IL,notApplicable,2024-08-03,facebook,facebook,2024-08-04,,2024-08-04,,,passed,1,2024-08-07,No Interview,,FALSE,9,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
175,female,20,white,no,yes,no,attended,yes,48162,Monroe,MI,notApplicable,2024-09-02,facebook,facebook,2024-09-02,,2024-09-02,,2024-09-02,passed,1,2024-09-06,No Interview,,FALSE,14,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
176,female,23,black,no,yes,no,unknown,no,76657,Mcgregor,TX,notApplicable,2024-08-19,facebook,facebook,2024-08-20,,2024-08-20,,2024-08-20,passed,1,2024-08-21,Async Interview,,FALSE,14,sent,2024-12-11,completed,verified,verified,,,,,,2024-10-07,2024-12-12
